條碼,品號,品名,類別,通路,份數,包數,份數價格,包數價格,商品結帳價
,D50300008,1P-08鮮魚野蕈大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300009,1P-09粉紅豬豬大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300010,1P-10四季春雞大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300011,1P-11紫金雞蓉大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300012,1P-12青花菇蕈大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300013,1P-13芹香牛奶魚大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300014,1P-14五彩雙嬌牛肉大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300015,1P-15紫玉豆豆雞蓉大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300016,1P-16豚末針菇大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300017,1P-17甘栗瓜瓜魚肉大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50300018,1P-18蕃茄時蔬嫰雞大寶寶粥150g,冷凍粥飯,寶寶粥官網,1,2,160,80,80
,D50900001,B01養氣蓮子香菇雞,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50900002,B02塔香肉燥,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50900003,B03蕃茄馬鈴薯燉肉,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50900004,B04哈佛蔬菜燴鮮魚,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50900005,B05山藥鮮蔬嫰雞,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50400001,1P-01金黃根莖雞蓉大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400002,1P-02高麗野蔬雞蓉大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400003,1P-03豚未香菇豆腐大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400004,1P-04蔬菜鮭魚大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400005,1P-05元氣牛肉大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400006,1P-06絲瓜鱸魚大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400007,1P-07百蔬蛋黃大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400008,1P-08鮮魚野蕈大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400009,1P-09粉紅豬豬大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400010,1P-10四季春雞大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400011,1P-11紫金雞蓉大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400012,1P-12青花菇蕈大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400013,1P-13芹香牛奶魚大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400014,1P-14五彩雙嬌牛肉大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400015,1P-15紫玉豆豆雞蓉大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400016,1P-16豚末針菇大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400017,1P-17甘栗瓜瓜魚肉大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D50400018,1P-18蕃茄時蔬嫰雞大寶寶粥200g,冷凍粥飯,寶寶粥官網,1,2,190,95,95
,D51000001,C01懷舊高麗菜燉飯,冷凍粥飯,寶寶粥官網,1,2,180,90,90
,D51000002,C02和風鮭魚彩蔬燉飯,冷凍粥飯,寶寶粥官網,1,2,180,90,90
,D51000003,C03薑黃野菇蔬食燉飯,冷凍粥飯,寶寶粥官網,1,2,180,90,90
,D51000004,C04麻香牛肉燉飯,冷凍粥飯,寶寶粥官網,1,2,180,90,90
,D51000005,C05洋蔥鮮豚燉飯,冷凍粥飯,寶寶粥官網,1,2,180,90,90
,D51000006,C06蜜薯嫰雞燉飯,冷凍粥飯,寶寶粥官網,1,2,180,90,90
,D50500001,2-M寶貝義大利麵,冷凍粥飯,寶寶粥官網,1,2,80,40,40
,D50500002,2-MS寶貝義大利麵(螺旋麵),冷凍粥飯,寶寶粥官網,1,2,80,40,40
,D50500003,2-F寶貝米飯,冷凍粥飯,寶寶粥官網,1,2,80,40,40
,D50500004,2-1醬燒什錦豬肉,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500005,2-2鮮奶起司鮭魚,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500006,2-3馬鈴薯燉牛肉,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500007,2-4塔香虱目魚,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500008,2-5咖哩雞肉,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500009,2-6奶香南瓜雞肉,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500010,2-7香菇豆腐雞肉煲,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500011,2-8洋蔥魚片,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500012,2-9金黃鮮燴絲瓜,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500013,2-10百菇鮮豚,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,D50500014,2-11香甜玉米雞肉,冷凍粥飯,寶寶粥官網,1,2,140,70,70
,E51010001,2-D01後元彩虹水餃,冷凍粥飯,寶寶粥官網,1,1,149,149,149
,E51010002,2-D02寶寶後元饅頭,冷凍粥飯,寶寶粥官網,1,1,159,159,159
,E51010003,2-D03寶寶後元蘿蔔糕,冷凍粥飯,寶寶粥官網,1,1,169,169,169
,E51010004,YUDS冰糖銀耳燉梨,冷凍粥飯,寶寶粥官網,1,1,169,169,169
,E51010005,YUDS原味冰糖白木耳飲,冷凍粥飯,寶寶粥官網,1,1,250,250,250
,E51010006,YUDS清香檸檬白木耳飲,冷凍粥飯,寶寶粥官網,1,1,280,280,280
,E51010007,YUDS紅棗枸杞白木耳飲,冷凍粥飯,寶寶粥官網,1,1,250,250,250
,E51010008,YUDS紫米紅豆白木耳飲,冷凍粥飯,寶寶粥官網,1,1,250,250,250
,E51010009,YUDS日月潭紅玉白木耳飲,冷凍粥飯,寶寶粥官網,1,1,250,250,250
,E51010010,YUDS詠梅釀雪耳飲,冷凍粥飯,寶寶粥官網,1,1,280,280,280
,E52010001,V-01好粥伴-什錦豆漿粥,冷凍粥飯,寶寶粥官網,1,1,179,179,179
,E52010002,V-02好粥伴-野菜菇菇粥,冷凍粥飯,寶寶粥官網,1,1,179,179,179
,E52010003,V-03好粥伴-高麗菜玉米鮮菇粥,冷凍粥飯,寶寶粥官網,1,1,179,179,179
,E52010004,咕手指餅乾-玉米米餅,冷凍粥飯,寶寶粥官網,1,1,139,139,139
,E52010007,寶寶豬肉鬆,冷凍粥飯,寶寶粥官網,1,1,129,129,129
,E52010018,【郭老師】後生元米餅|米花朵朵(藍莓口味),冷凍粥飯,寶寶粥官網,1,1,135,135,135
,E52010019,【郭老師】後生元米餅|米花朵朵(紅蘿蔔口味),冷凍粥飯,寶寶粥官網,1,1,135,135,135
,E52010020,【郭老師】後生元米餅|米花朵朵(玉米口味),冷凍粥飯,寶寶粥官網,1,1,135,135,135
,E52010021,【郭老師】常溫副食品|甜椒豬肉粥(6M+),冷凍粥飯,寶寶粥官網,1,1,168,168,168
,E52010022,【郭老師】常溫副食品|蔬菜牛肉粥(6M+),冷凍粥飯,寶寶粥官網,1,1,168,168,168
,E52010023,【郭老師】常溫副食品|蕃茄洋蔥珠貝雞粥(6M+),冷凍粥飯,寶寶粥官網,1,1,144,144,144
,E52010024,【郭老師】常溫副食品|五色蔬菜雞粥(6M+),冷凍粥飯,寶寶粥官網,1,1,168,168,168
,E52010025,【郭老師】常溫副食品|海菜吻仔魚粥(6M+),冷凍粥飯,寶寶粥官網,1,1,168,168,168
,E52010008,單入滴雞精,冷凍粥飯,寶寶粥官網,1,1,169,169,169
,E52010006,咕手指餅乾-紅黎米餅,冷凍粥飯,寶寶粥官網,1,1,139,139,139
,E51010014,寶寶義式冰淇淋-藍莓優格,冷凍粥飯,寶寶粥官網,1,1,99,99,99
,E51010015,寶寶義式冰淇淋-優格多多,冷凍粥飯,寶寶粥官網,1,1,99,99,99
,E51010016,寶寶義式冰淇淋-馬達加斯加香草,冷凍粥飯,寶寶粥官網,1,1,99,99,99
,E52010029,【郭老師】後生元寶寶米餅|紫米口味,冷凍粥飯,寶寶粥官網,1,1,135,135,135
,E52810001,2angels 矽膠鑽石吸盤學習餐碗 夏葉+拿鐵,餐具,寶寶粥官網,1,1,629,629,629
,E52810002,Picaboo 布咔寶學習餐碗-棉花糖藍,餐具,寶寶粥官網,1,1,790,790,790
,E52810003,Picaboo 布咔寶學習餐碗-金盞花黃,餐具,寶寶粥官網,1,1,790,790,790
,E52810004,Picaboo 布咔寶學習餐碗-芭蕾舞步粉,餐具,寶寶粥官網,1,1,790,790,790
,E52810005,Picaboo 布咔寶學習餐碗-鼠尾草綠,餐具,寶寶粥官網,1,1,790,790,790
,E52810006,little.b 316雙層不鏽鋼吸盤碗-寶貝藍,餐具,寶寶粥官網,1,1,1200,1200,1200
,E52810007,little.b 316雙層不鏽鋼吸盤碗-甜美粉,餐具,寶寶粥官網,1,1,1200,1200,1200
,E52810008,little.b 316雙層不鏽鋼吸盤碗-精靈黃,餐具,寶寶粥官網,1,1,1200,1200,1200
,E52810009,little.b 316雙層不鏽鋼吸盤碗-夢幻紫,餐具,寶寶粥官網,1,1,1200,1200,1200
,E52810010,little.b 316雙層不鏽鋼吸盤碗-小芽綠,餐具,寶寶粥官網,1,1,1200,1200,1200
,E52810011,little.b 316雙層不鏽鋼吸盤碗-暖暖橘,餐具,寶寶粥官網,1,1,1200,1200,1200
,E52810034,By Lille Vilde 防滑矽膠吸盤碗(含蓋附湯匙)漫紫,餐具,寶寶粥官網,1,1,950,950,950
,E52810035,By Lille Vilde 防滑矽膠吸盤碗(含蓋附湯匙)鵝黃,餐具,寶寶粥官網,1,1,950,950,950
,E52810036,By Lille Vilde 防滑矽膠吸盤碗(含蓋附湯匙)灰藍,餐具,寶寶粥官網,1,1,950,950,950
,E52810037,By Lille Vilde 防滑矽膠吸盤碗(含蓋附湯匙)綠,餐具,寶寶粥官網,1,1,950,950,950
,E52810012,2angels矽膠餵食湯匙 -繁星-夏葉+紫,餐具,寶寶粥官網,1,1,419,419,419
,E52810013,FLIPGO 翻滾環保餐具-薄荷綠,餐具,寶寶粥官網,1,1,680,680,680
,E52810014,FLIPGO 翻滾環保餐具-氣質粉,餐具,寶寶粥官網,1,1,680,680,680
,E52810015,FLIPGO 翻滾環保餐具-檸檬黃,餐具,寶寶粥官網,1,1,680,680,680
,E52810016,Cink 湯匙三入組-米/紫/灰,餐具,寶寶粥官網,1,1,480,480,480
,E52810017,Cink 湯匙三入組-米/橘/紅,餐具,寶寶粥官網,1,1,480,480,480
,E52810018,Picaboo 布咔寶學習叉匙組-棉花糖藍,餐具,寶寶粥官網,1,1,590,590,590
,E52810019,Picaboo 布咔寶學習叉匙組-金盞花黃,餐具,寶寶粥官網,1,1,590,590,590
,E52810020,Picaboo 布咔寶學習叉匙組-芭蕾舞步粉,餐具,寶寶粥官網,1,1,590,590,590
,E52810021,Picaboo 布咔寶學習叉匙組-鼠尾草綠,餐具,寶寶粥官網,1,1,590,590,590
,E52810022,Grech&Co. 矽膠學習杯-漸層橘,餐具,寶寶粥官網,1,1,1075,1075,1075
,E52810023,Grech&Co. 矽膠學習杯-漸層粉,餐具,寶寶粥官網,1,1,1075,1075,1075
,E52810024,By Lille Vilde 矽膠雙耳杯兩入組附蓋-藍色系,餐具,寶寶粥官網,1,1,1075,1075,1075
,E52810025,By Lille Vilde 矽膠雙耳杯兩入組附蓋-咖紫,餐具,寶寶粥官網,1,1,1075,1075,1075
,E52810026,little.b 316雙層不鏽鋼三用學飲杯-寶貝藍,餐具,寶寶粥官網,1,1,1080,1080,1080
,E52810027,little.b 316雙層不鏽鋼三用學飲杯-甜美粉,餐具,寶寶粥官網,1,1,1080,1080,1080
,E52810028,little.b 316雙層不鏽鋼三用學飲杯-精靈黃,餐具,寶寶粥官網,1,1,1080,1080,1080
,E52810029,little.b 316雙層不鏽鋼三用學飲杯-小芽綠,餐具,寶寶粥官網,1,1,1080,1080,1080
,E52810030,Fabelab 防水長袖圍兜-流星棕,餐具,寶寶粥官網,1,1,1111,1111,1111
,E52810031,Fabelab 防水長袖圍兜-星空籃,餐具,寶寶粥官網,1,1,1111,1111,1111
,E52810032,Fabelab 防水長袖圍兜-水磨石白,餐具,寶寶粥官網,1,1,1111,1111,1111
,E52810033,Fabelab 防水長袖圍兜-小馬兒,餐具,寶寶粥官網,1,1,1111,1111,1111
,E52810043,2angels矽膠加分鑽石吸盤餐盤 - 翠玉烏龍,餐具,寶寶粥官網,1,1,,,
,E52810044,2angels矽膠加分鑽石吸盤餐盤 - 夏葉,餐具,寶寶粥官網,1,1,,,
,E52810045,2angels矽膠加分鑽石吸盤餐盤 - 拿鐵,餐具,寶寶粥官網,1,1,,,
,E52810046,2angels矽膠加分鑽石吸盤餐盤 - 薰衣草,餐具,寶寶粥官網,1,1,,,
,E52800001,螃蟹的新家(洗澡書),故事書,寶寶粥官網,1,1,188,188,188
,E52800002,出來吧！小雞,故事書,寶寶粥官網,1,1,330,330,330
,E52800003,沒那麼可怕,故事書,寶寶粥官網,1,1,187,187,187
,E52800004,是誰藏在森林和雪地?,故事書,寶寶粥官網,1,1,215,215,215
,E52800005,是誰藏在沙漠和海裡?,故事書,寶寶粥官網,1,1,215,215,215
,E52800006,忙碌的小小消防車,故事書,寶寶粥官網,1,1,204,204,204
,E52800007,忙碌的小小推土機,故事書,寶寶粥官網,1,1,204,204,204
,E52800008,忙碌的小小救護車,故事書,寶寶粥官網,1,1,204,204,204
,E52800009,忙碌的小小拖拉機,故事書,寶寶粥官網,1,1,204,204,204
,E52800010,春季冒險｜手指迷宮,故事書,寶寶粥官網,1,1,236,236,236
,E52800011,奇遇旅行｜手指迷宮,故事書,寶寶粥官網,1,1,236,236,236
,E52800012,環遊世界｜手指迷宮,故事書,寶寶粥官網,1,1,236,236,236
,E52800013,洞穴尋寶｜手指迷宮,故事書,寶寶粥官網,1,1,236,236,236
,E52800014,閃亮亮的花園派對,故事書,寶寶粥官網,1,1,819,819,819
,E52800015,閃亮亮的音樂狂歡,故事書,寶寶粥官網,1,1,819,819,819
,E52800016,鯨魚啊！澎澎澎,故事書,寶寶粥官網,1,1,730,730,730
,E52800017,醫生，我來了!,故事書,寶寶粥官網,1,1,415,415,415
,E52800018,Baby Shake It！寶貝的英語童謠,故事書,寶寶粥官網,1,1,524,524,524
,E52800019,說話遊戲BABY PHONE,故事書,寶寶粥官網,1,1,498,498,498
,E52800020,廚房遊戲有聲書,故事書,寶寶粥官網,1,1,498,498,498
,E52800021,英語遊戲有聲書,故事書,寶寶粥官網,1,1,498,498,498
,E52800022,超市遊戲有聲書,故事書,寶寶粥官網,1,1,498,498,498
,E52800023,能吹熄蠟燭的互動有聲書：生日快樂,故事書,寶寶粥官網,1,1,415,415,415
,E52800024,農場嘰哩咕嚕！︱Follow Me 摸摸觸感有聲書,故事書,寶寶粥官網,1,1,565,565,565
,E52800025,我是小警察,故事書,寶寶粥官網,1,1,381,381,381
,E52800029,小怪獸行為引導繪本(全套 6冊)_(點讀版),故事書,寶寶粥官網,1,1,1145,1145,1145
,E52800030,小怪獸EQ管理繪本（全套 6冊）(點讀版),故事書,寶寶粥官網,1,1,1145,1145,1145
,E52800031,養成寶寶的8個好品格（全套8冊）(點讀版),故事書,寶寶粥官網,1,1,1195,1195,1195
,E52800032,安古安撫娃娃,故事書,寶寶粥官網,1,1,893,893,893
,E52800033,黑皮陪伴娃娃,故事書,寶寶粥官網,1,1,893,893,893
,E52800034,樂芙哄睡娃娃,故事書,寶寶粥官網,1,1,893,893,893
,E52800035,魔手點讀筆,故事書,寶寶粥官網,1,1,893,893,893
,F50100001,第一口米泥,組合,寶寶粥官網,1,1,839,839,839
,F50100002,蔬菜滿滿米泥,組合,寶寶粥官網,1,1,979,979,979
,F50100003,進階版PLUS寶寶米泥,組合,寶寶粥官網,1,1,979,979,979
,F50100005,五行蔬菜小寶寶粥(不含牛),組合,寶寶粥官網,1,1,639,639,639
,F50100081,常保順暢小寶寶粥組合,組合,寶寶粥官網,1,1,988,988,988
,F50100006,大胃王(不含牛),組合,寶寶粥官網,1,1,1209,1209,1209
,F50100007,鈣好大寶寶粥六件組(含牛),組合,寶寶粥官網,1,1,909,909,909
,F50100080,鈣好大寶寶粥六件組(含牛)-200G,組合,寶寶粥官網,1,1,1089,1089,1089
,F50100008,元氣大寶寶粥六件組,組合,寶寶粥官網,1,1,909,909,909
,F50100009,牛牛走失大寶寶粥16件組-150G,組合,寶寶粥官網,1,1,2388,2388,2388
,F50100010,牛牛走失大寶寶粥16件組-200G,組合,寶寶粥官網,1,1,2829,2829,2829
,F50100011,大寶寶粥18件組-150G,組合,寶寶粥官網,1,1,2679,2679,2679
,F50100012,大寶寶粥18件組-200G,組合,寶寶粥官網,1,1,3189,3189,3189
,F50100013,牛來了(5A5B),組合,寶寶粥官網,1,1,1539,1539,1539
,F50100014,燴料9件組,組合,寶寶粥官網,1,1,1199,1199,1199
,F50100016,燉飯3件組,組合,寶寶粥官網,1,1,549,549,549
,F50100017,02B燉飯+麵5件組(不含牛),組合,寶寶粥官網,1,1,899,899,899
,F50100018,02A燉飯+麵5件組(含牛),組合,寶寶粥官網,1,1,899,899,899
,F50100019,全飯10件組,組合,寶寶粥官網,1,1,1769,1769,1769
,F50100020,燉飯9件組,組合,寶寶粥官網,1,1,1590,1590,1590
,F50100021,滴雞精3入,組合,寶寶粥官網,1,1,474,474,474
,F50100022,滴雞精7入,組合,寶寶粥官網,1,1,1106,1106,1106
,F59900001,運費,,寶寶粥官網,1,1,165,165,165
,F59900001,全家運費,,寶寶粥官網,1,1,180,180,180
,F59900002,折扣,,寶寶粥官網,,,,,
,F59900003,黑貓貨到付款手續費,,寶寶粥官網,1,1,30,30,30
,F59900001,附加費,,寶寶粥官網,1,1,30,30,30
,E52800028,捷捷燈箱,,寶寶粥官網,1,1,0,0,0
,E52700002,捷捷行李束帶,,寶寶粥官網,1,1,0,0,0
,F50100105,媽咪省力補給米泥7件組,組合,寶寶粥官網,1,1,899,899,899
,F50100106,媽咪放心備餐小寶粥8件組,組合,寶寶粥官網,1,1,899,899,899
,F50100107,媽咪一週免忙大寶粥7件組,組合,寶寶粥官網,1,1,999,999,999
,F50100108,媽咪下班開飯增料白飯補給組(5料+5白飯),組合,寶寶粥官網,1,1,999,999,999
,F50100109,媽咪輕鬆上桌寶寶燉飯補給組(5飯+1麵),組合,寶寶粥官網,1,1,999,999,999
,F50100110,捷捷X柴語錄紀念品套組,組合,寶寶粥官網,1,1,0,0,0
,E52990001,蕎拉燕麥-纖脆片刻(隨機,,寶寶粥官網,1,1,0,0,0
,E52990002,蕎拉燕麥-纖女燕麥(隨機),,寶寶粥官網,1,1,0,0,0
